person,year_month,screen_time_seconds
nancy pelosi,2013-02-01,3129
nancy pelosi,2013-03-01,2386
nancy pelosi,2013-04-01,531
nancy pelosi,2013-05-01,3345
nancy pelosi,2013-06-01,2796
nancy pelosi,2013-07-01,2878
nancy pelosi,2013-08-01,992
nancy pelosi,2013-09-01,7148
nancy pelosi,2013-10-01,7960
nancy pelosi,2013-11-01,6165
nancy pelosi,2013-12-01,3040
nancy pelosi,2014-01-01,1458
nancy pelosi,2014-02-01,1690
nancy pelosi,2014-03-01,1688
nancy pelosi,2014-04-01,1794
nancy pelosi,2014-05-01,6948
nancy pelosi,2014-06-01,1179
nancy pelosi,2014-07-01,3749
nancy pelosi,2014-08-01,468
nancy pelosi,2014-09-01,1321
nancy pelosi,2014-10-01,513
nancy pelosi,2014-11-01,3558
nancy pelosi,2014-12-01,1897
nancy pelosi,2015-01-01,1525
nancy pelosi,2015-02-01,1637
nancy pelosi,2015-03-01,1016
nancy pelosi,2015-04-01,266
nancy pelosi,2015-05-01,1961
nancy pelosi,2015-06-01,911
nancy pelosi,2015-07-01,466
nancy pelosi,2015-08-01,93
nancy pelosi,2015-09-01,1218
nancy pelosi,2015-10-01,1283
nancy pelosi,2015-11-01,320
nancy pelosi,2015-12-01,218
nancy pelosi,2016-01-01,1335
nancy pelosi,2016-02-01,84
nancy pelosi,2016-03-01,93
nancy pelosi,2016-04-01,234
nancy pelosi,2016-05-01,421
nancy pelosi,2016-06-01,2690
nancy pelosi,2016-07-01,1668
nancy pelosi,2016-08-01,353
nancy pelosi,2016-09-01,1212
nancy pelosi,2016-10-01,1997
nancy pelosi,2016-11-01,5476
nancy pelosi,2016-12-01,3216
nancy pelosi,2017-01-01,7950
nancy pelosi,2017-02-01,6892
nancy pelosi,2017-03-01,9229
nancy pelosi,2017-04-01,5742
nancy pelosi,2017-05-01,9514
nancy pelosi,2017-06-01,11646
nancy pelosi,2017-07-01,3295
nancy pelosi,2017-08-01,1732
nancy pelosi,2017-09-01,8010
nancy pelosi,2017-10-01,7789
nancy pelosi,2017-11-01,9164
nancy pelosi,2017-12-01,5049
nancy pelosi,2018-01-01,10206
nancy pelosi,2018-02-01,10663
nancy pelosi,2018-03-01,2736
nancy pelosi,2018-04-01,1743
nancy pelosi,2018-05-01,6709
nancy pelosi,2018-06-01,3658
nancy pelosi,2018-07-01,2284
nancy pelosi,2018-08-01,5148
nancy pelosi,2018-09-01,1952
nancy pelosi,2018-10-01,4815
nancy pelosi,2018-11-01,27177
nancy pelosi,2018-12-01,16648
nancy pelosi,2019-01-01,76431
nancy pelosi,2019-02-01,48469
nancy pelosi,2019-03-01,19354
nancy pelosi,2019-04-01,16785
nancy pelosi,2019-05-01,49027
nancy pelosi,2019-06-01,29539
nancy pelosi,2019-07-01,33419
nancy pelosi,2019-08-01,4434
nancy pelosi,2019-09-01,34159
nancy pelosi,2019-10-01,40501
nancy pelosi,2019-11-01,22729
nancy pelosi,2019-12-01,84558
nancy pelosi,2020-01-01,41303
nancy pelosi,2020-02-01,34473
nancy pelosi,2020-03-01,28143
nancy pelosi,2020-04-01,26578
nancy pelosi,2020-05-01,21259
nancy pelosi,2020-06-01,14457
nancy pelosi,2020-07-01,24300
neil cavuto,2010-01-01,35908
neil cavuto,2010-02-01,22261
neil cavuto,2010-03-01,43450
neil cavuto,2010-04-01,34417
neil cavuto,2010-05-01,19807
neil cavuto,2010-06-01,13511
neil cavuto,2010-07-01,27211
neil cavuto,2010-08-01,38314
neil cavuto,2010-09-01,29232
neil cavuto,2010-10-01,30801
neil cavuto,2010-11-01,27915
neil cavuto,2010-12-01,18410
neil cavuto,2011-01-01,35575
neil cavuto,2011-02-01,18098
neil cavuto,2011-03-01,34144
neil cavuto,2011-04-01,27894
neil cavuto,2011-05-01,27272
neil cavuto,2011-06-01,30413
neil cavuto,2011-07-01,21889
neil cavuto,2011-08-01,40102
neil cavuto,2011-09-01,32065
neil cavuto,2011-10-01,24941
neil cavuto,2011-11-01,26817
neil cavuto,2011-12-01,25500
neil cavuto,2012-01-01,31491
neil cavuto,2012-02-01,23369
neil cavuto,2012-03-01,26297
neil cavuto,2012-04-01,20184
neil cavuto,2012-05-01,18792
neil cavuto,2012-06-01,27876
neil cavuto,2012-07-01,27289
neil cavuto,2012-08-01,20221
neil cavuto,2012-09-01,28897
neil cavuto,2012-10-01,26964
neil cavuto,2012-11-01,22988
neil cavuto,2012-12-01,17805
neil cavuto,2013-01-01,19900
neil cavuto,2013-02-01,19685
neil cavuto,2013-03-01,26693
neil cavuto,2013-04-01,23037
neil cavuto,2013-05-01,25702
neil cavuto,2013-06-01,26082
neil cavuto,2013-07-01,12929
neil cavuto,2013-08-01,26768
neil cavuto,2013-09-01,26577
neil cavuto,2013-10-01,21574
neil cavuto,2013-11-01,25263
neil cavuto,2013-12-01,14402
neil cavuto,2014-01-01,26182
neil cavuto,2014-02-01,21388
neil cavuto,2014-03-01,27329
neil cavuto,2014-04-01,20692
neil cavuto,2014-05-01,23769
neil cavuto,2014-06-01,24101
neil cavuto,2014-07-01,19522
neil cavuto,2014-08-01,12755
neil cavuto,2014-09-01,20547
neil cavuto,2014-10-01,17314
neil cavuto,2014-11-01,22991
neil cavuto,2014-12-01,21214
neil cavuto,2015-01-01,21962
neil cavuto,2015-02-01,18497
neil cavuto,2015-03-01,25343
neil cavuto,2015-04-01,16257
neil cavuto,2015-05-01,19608
neil cavuto,2015-06-01,23873
neil cavuto,2015-07-01,20895
neil cavuto,2015-08-01,13727
neil cavuto,2015-09-01,20769
neil cavuto,2015-10-01,27042
neil cavuto,2015-11-01,24368
neil cavuto,2015-12-01,26046
neil cavuto,2016-01-01,32976
neil cavuto,2016-02-01,22203
neil cavuto,2016-03-01,20551
neil cavuto,2016-04-01,24698
neil cavuto,2016-05-01,20495
neil cavuto,2016-06-01,70
neil cavuto,2016-07-01,188
neil cavuto,2016-08-01,75
neil cavuto,2016-09-01,25346
neil cavuto,2016-10-01,35369
neil cavuto,2016-11-01,24327
neil cavuto,2016-12-01,21846
neil cavuto,2017-01-01,23990
neil cavuto,2017-02-01,26320
neil cavuto,2017-03-01,22387
neil cavuto,2017-04-01,27124
neil cavuto,2017-05-01,25250
neil cavuto,2017-06-01,22246
neil cavuto,2017-07-01,23113
neil cavuto,2017-08-01,13292
neil cavuto,2017-09-01,21834
neil cavuto,2017-10-01,20495
neil cavuto,2017-11-01,21327
neil cavuto,2017-12-01,21049
neil cavuto,2018-01-01,23785
neil cavuto,2018-02-01,28757
neil cavuto,2018-03-01,15374
neil cavuto,2018-04-01,24831
neil cavuto,2018-05-01,30515
neil cavuto,2018-06-01,30165
neil cavuto,2018-07-01,25770
neil cavuto,2018-08-01,19515
neil cavuto,2018-09-01,21070
neil cavuto,2018-10-01,22738
neil cavuto,2018-11-01,19574
neil cavuto,2018-12-01,16220
neil cavuto,2019-01-01,30751
neil cavuto,2019-02-01,19214
neil cavuto,2019-03-01,20405
neil cavuto,2019-04-01,17174
neil cavuto,2019-05-01,27411
neil cavuto,2019-06-01,26833
neil cavuto,2019-07-01,24785
neil cavuto,2019-08-01,20345
neil cavuto,2019-09-01,25542
neil cavuto,2019-10-01,24543
neil cavuto,2019-11-01,20612
neil cavuto,2019-12-01,17506
neil cavuto,2020-01-01,21631
neil cavuto,2020-02-01,26454
neil cavuto,2020-03-01,19615
neil cavuto,2020-04-01,32476
neil cavuto,2020-05-01,31233
neil cavuto,2020-06-01,27322
neil cavuto,2020-07-01,25728
new_mitt_romney,2010-01-01,4429
new_mitt_romney,2010-02-01,1112
new_mitt_romney,2010-03-01,10758
new_mitt_romney,2010-04-01,2631
new_mitt_romney,2010-05-01,139
new_mitt_romney,2010-06-01,362
new_mitt_romney,2010-07-01,532
new_mitt_romney,2010-08-01,833
new_mitt_romney,2010-09-01,1497
new_mitt_romney,2010-10-01,423
new_mitt_romney,2010-11-01,1677
new_mitt_romney,2010-12-01,1452
new_mitt_romney,2011-01-01,2446
new_mitt_romney,2011-02-01,4170
new_mitt_romney,2011-03-01,2417
new_mitt_romney,2011-04-01,7141
new_mitt_romney,2011-05-01,10873
new_mitt_romney,2011-06-01,27240
new_mitt_romney,2011-07-01,6169
new_mitt_romney,2011-08-01,21641
new_mitt_romney,2011-09-01,36430
new_mitt_romney,2011-10-01,46370
new_mitt_romney,2011-11-01,30801
new_mitt_romney,2011-12-01,83679
new_mitt_romney,2012-01-01,165255
new_mitt_romney,2012-02-01,103096
new_mitt_romney,2012-03-01,90913
new_mitt_romney,2012-04-01,88575
new_mitt_romney,2012-05-01,81041
new_mitt_romney,2012-06-01,61990
new_mitt_romney,2012-07-01,108909
new_mitt_romney,2012-08-01,137865
new_mitt_romney,2012-09-01,136237
new_mitt_romney,2012-10-01,262578
new_mitt_romney,2012-11-01,80577
new_mitt_romney,2012-12-01,6616
new_mitt_romney,2013-01-01,3569
new_mitt_romney,2013-02-01,2346
new_mitt_romney,2013-03-01,16037
new_mitt_romney,2013-04-01,1313
new_mitt_romney,2013-05-01,1136
new_mitt_romney,2013-06-01,4685
new_mitt_romney,2013-07-01,1328
new_mitt_romney,2013-08-01,2231
new_mitt_romney,2013-09-01,1238
new_mitt_romney,2013-10-01,2691
new_mitt_romney,2013-11-01,6739
new_mitt_romney,2013-12-01,971
new_mitt_romney,2014-01-01,7259
new_mitt_romney,2014-02-01,6292
new_mitt_romney,2014-03-01,4168
new_mitt_romney,2014-04-01,1706
new_mitt_romney,2014-05-01,4020
new_mitt_romney,2014-06-01,4796
new_mitt_romney,2014-07-01,2757
new_mitt_romney,2014-08-01,3498
new_mitt_romney,2014-09-01,5156
new_mitt_romney,2014-10-01,4405
new_mitt_romney,2014-11-01,4624
new_mitt_romney,2014-12-01,1505
new_mitt_romney,2015-01-01,21475
new_mitt_romney,2015-02-01,1869
new_mitt_romney,2015-03-01,2215
new_mitt_romney,2015-04-01,4249
new_mitt_romney,2015-05-01,3952
new_mitt_romney,2015-06-01,5926
new_mitt_romney,2015-07-01,4226
new_mitt_romney,2015-08-01,1383
new_mitt_romney,2015-09-01,1706
new_mitt_romney,2015-10-01,3255
new_mitt_romney,2015-11-01,1309
new_mitt_romney,2015-12-01,719
new_mitt_romney,2016-01-01,645
new_mitt_romney,2016-02-01,4003
new_mitt_romney,2016-03-01,27730
new_mitt_romney,2016-04-01,745
new_mitt_romney,2016-05-01,4638
new_mitt_romney,2016-06-01,5911
new_mitt_romney,2016-07-01,1070
new_mitt_romney,2016-08-01,1224
new_mitt_romney,2016-09-01,1335
new_mitt_romney,2016-10-01,2599
new_mitt_romney,2016-11-01,20105
new_mitt_romney,2016-12-01,5621
new_mitt_romney,2017-01-01,610
new_mitt_romney,2017-02-01,488
new_mitt_romney,2017-03-01,376
new_mitt_romney,2017-04-01,622
new_mitt_romney,2017-05-01,391
new_mitt_romney,2017-06-01,493
new_mitt_romney,2017-07-01,150
new_mitt_romney,2017-08-01,907
new_mitt_romney,2017-09-01,204
new_mitt_romney,2017-10-01,264
new_mitt_romney,2017-11-01,404
new_mitt_romney,2017-12-01,1137
new_mitt_romney,2018-01-01,4048
new_mitt_romney,2018-02-01,1883
new_mitt_romney,2018-03-01,362
new_mitt_romney,2018-04-01,1747
new_mitt_romney,2018-05-01,923
new_mitt_romney,2018-06-01,2417
new_mitt_romney,2018-07-01,825
new_mitt_romney,2018-08-01,372
new_mitt_romney,2018-09-01,255
new_mitt_romney,2018-10-01,834
new_mitt_romney,2018-11-01,765
new_mitt_romney,2018-12-01,2313
new_mitt_romney,2019-01-01,9814
new_mitt_romney,2019-02-01,285
new_mitt_romney,2019-03-01,2146
new_mitt_romney,2019-04-01,2246
new_mitt_romney,2019-05-01,2556
new_mitt_romney,2019-06-01,1118
new_mitt_romney,2019-07-01,516
new_mitt_romney,2019-08-01,0
new_mitt_romney,2019-09-01,0
new_mitt_romney,2019-10-01,0
new_mitt_romney,2019-11-01,0
new_mitt_romney,2019-12-01,0
new_mitt_romney,2020-01-01,0
new_mitt_romney,2020-02-01,0
new_mitt_romney,2020-03-01,0
new_mitt_romney,2020-04-01,0
new_mitt_romney,2020-05-01,0
new_mitt_romney,2020-06-01,0
new_mitt_romney,2020-07-01,0
newt gingrich,2010-01-01,9880
newt gingrich,2010-02-01,7370
newt gingrich,2010-03-01,2095
newt gingrich,2010-04-01,7854
newt gingrich,2010-05-01,3385
newt gingrich,2010-06-01,2122
newt gingrich,2010-07-01,10353
newt gingrich,2010-08-01,8312
newt gingrich,2010-09-01,13335
newt gingrich,2010-10-01,7250
newt gingrich,2010-11-01,12198
newt gingrich,2010-12-01,5342
newt gingrich,2011-01-01,3255
newt gingrich,2011-02-01,4297
newt gingrich,2011-03-01,17537
newt gingrich,2011-04-01,2100
newt gingrich,2011-05-01,31694
newt gingrich,2011-06-01,26533
newt gingrich,2011-07-01,2936
newt gingrich,2011-08-01,12124
newt gingrich,2011-09-01,14586
newt gingrich,2011-10-01,15052
newt gingrich,2011-11-01,59066
newt gingrich,2011-12-01,114631
newt gingrich,2012-01-01,198827
newt gingrich,2012-02-01,60937
newt gingrich,2012-03-01,66176
newt gingrich,2012-04-01,12192
newt gingrich,2012-05-01,21087
newt gingrich,2012-06-01,3448
newt gingrich,2012-07-01,1233
newt gingrich,2012-08-01,14887
newt gingrich,2012-09-01,10138
newt gingrich,2012-10-01,14668
newt gingrich,2012-11-01,8814
newt gingrich,2012-12-01,9648
newt gingrich,2013-01-01,9953
newt gingrich,2013-02-01,3307
newt gingrich,2013-03-01,7578
newt gingrich,2013-04-01,1600
newt gingrich,2013-05-01,5054
newt gingrich,2013-06-01,8072
newt gingrich,2013-07-01,3103
newt gingrich,2013-08-01,5157
newt gingrich,2013-09-01,14850
newt gingrich,2013-10-01,17152
newt gingrich,2013-11-01,9908
newt gingrich,2013-12-01,4577
newt gingrich,2014-01-01,6483
newt gingrich,2014-02-01,3401
newt gingrich,2014-03-01,2341
newt gingrich,2014-04-01,934
newt gingrich,2014-05-01,5065
newt gingrich,2014-06-01,3636
newt gingrich,2014-07-01,2722
newt gingrich,2014-08-01,1899
newt gingrich,2014-09-01,2964
newt gingrich,2014-10-01,1364
newt gingrich,2014-11-01,2982
newt gingrich,2014-12-01,1593
newt gingrich,2015-01-01,191
newt gingrich,2015-02-01,42
newt gingrich,2015-03-01,568
newt gingrich,2015-04-01,179
newt gingrich,2015-05-01,340
newt gingrich,2015-06-01,857
newt gingrich,2015-07-01,221
newt gingrich,2015-08-01,2438
newt gingrich,2015-09-01,4591
newt gingrich,2015-10-01,7190
newt gingrich,2015-11-01,2925
newt gingrich,2015-12-01,7062
newt gingrich,2016-01-01,6481
newt gingrich,2016-02-01,6820
newt gingrich,2016-03-01,13506
newt gingrich,2016-04-01,10385
newt gingrich,2016-05-01,18725
newt gingrich,2016-06-01,14477
newt gingrich,2016-07-01,22305
newt gingrich,2016-08-01,12634
newt gingrich,2016-09-01,13654
newt gingrich,2016-10-01,21461
newt gingrich,2016-11-01,16176
newt gingrich,2016-12-01,16402
newt gingrich,2017-01-01,12698
newt gingrich,2017-02-01,2082
newt gingrich,2017-03-01,18302
newt gingrich,2017-04-01,8889
newt gingrich,2017-05-01,15331
newt gingrich,2017-06-01,12750
newt gingrich,2017-07-01,9999
newt gingrich,2017-08-01,8652
newt gingrich,2017-09-01,8706
newt gingrich,2017-10-01,10705
newt gingrich,2017-11-01,4035
newt gingrich,2017-12-01,6219
newt gingrich,2018-01-01,7772
newt gingrich,2018-02-01,4260
newt gingrich,2018-03-01,2114
newt gingrich,2018-04-01,5442
newt gingrich,2018-05-01,3732
newt gingrich,2018-06-01,5828
newt gingrich,2018-07-01,5349
newt gingrich,2018-08-01,3193
newt gingrich,2018-09-01,3694
newt gingrich,2018-10-01,10161
newt gingrich,2018-11-01,4926
newt gingrich,2018-12-01,3309
newt gingrich,2019-01-01,5749
newt gingrich,2019-02-01,2332
newt gingrich,2019-03-01,4907
newt gingrich,2019-04-01,5249
newt gingrich,2019-05-01,4775
newt gingrich,2019-06-01,2826
newt gingrich,2019-07-01,4138
newt gingrich,2019-08-01,1837
newt gingrich,2019-09-01,4345
newt gingrich,2019-10-01,6592
newt gingrich,2019-11-01,3474
newt gingrich,2019-12-01,3511
newt gingrich,2020-01-01,3104
newt gingrich,2020-02-01,4603
newt gingrich,2020-03-01,4450
newt gingrich,2020-04-01,2158
newt gingrich,2020-05-01,1860
newt gingrich,2020-06-01,2235
newt gingrich,2020-07-01,2600
nicolle wallace,2010-01-01,1323
nicolle wallace,2010-02-01,920
nicolle wallace,2010-03-01,1008
nicolle wallace,2010-04-01,51
nicolle wallace,2010-05-01,6
nicolle wallace,2010-06-01,21
nicolle wallace,2010-07-01,798
nicolle wallace,2010-08-01,768
nicolle wallace,2010-09-01,858
nicolle wallace,2010-10-01,3817
nicolle wallace,2010-11-01,6891
nicolle wallace,2010-12-01,2422
nicolle wallace,2011-01-01,279
nicolle wallace,2011-02-01,60
nicolle wallace,2011-03-01,24
nicolle wallace,2011-04-01,99
nicolle wallace,2011-05-01,289
nicolle wallace,2011-06-01,975
nicolle wallace,2011-07-01,3030
nicolle wallace,2011-08-01,2151
nicolle wallace,2011-09-01,2142
nicolle wallace,2011-10-01,1560
nicolle wallace,2011-11-01,69
nicolle wallace,2011-12-01,111
nicolle wallace,2012-01-01,120
nicolle wallace,2012-02-01,65
nicolle wallace,2012-03-01,1908
nicolle wallace,2012-04-01,120
nicolle wallace,2012-05-01,147
nicolle wallace,2012-06-01,5686
nicolle wallace,2012-07-01,54
nicolle wallace,2012-08-01,63
nicolle wallace,2012-09-01,36
nicolle wallace,2012-10-01,84
nicolle wallace,2012-11-01,117
nicolle wallace,2012-12-01,105
nicolle wallace,2013-01-01,105
nicolle wallace,2013-02-01,286
nicolle wallace,2013-03-01,5479
nicolle wallace,2013-04-01,132
nicolle wallace,2013-05-01,192
nicolle wallace,2013-06-01,1215
nicolle wallace,2013-07-01,3760
nicolle wallace,2013-08-01,3442
nicolle wallace,2013-09-01,3773
nicolle wallace,2013-10-01,2562
nicolle wallace,2013-11-01,3712
nicolle wallace,2013-12-01,1800
nicolle wallace,2014-01-01,3288
nicolle wallace,2014-02-01,3788
nicolle wallace,2014-03-01,1155
nicolle wallace,2014-04-01,2722
nicolle wallace,2014-05-01,2476
nicolle wallace,2014-06-01,1199
nicolle wallace,2014-07-01,2452
nicolle wallace,2014-08-01,1431
nicolle wallace,2014-09-01,408
nicolle wallace,2014-10-01,1506
nicolle wallace,2014-11-01,2375
nicolle wallace,2014-12-01,856
nicolle wallace,2015-01-01,726
nicolle wallace,2015-02-01,841
nicolle wallace,2015-03-01,807
nicolle wallace,2015-04-01,830
nicolle wallace,2015-05-01,1642
nicolle wallace,2015-06-01,970
nicolle wallace,2015-07-01,1377
nicolle wallace,2015-08-01,1656
nicolle wallace,2015-09-01,4097
nicolle wallace,2015-10-01,4141
nicolle wallace,2015-11-01,2374
nicolle wallace,2015-12-01,5136
nicolle wallace,2016-01-01,3976
nicolle wallace,2016-02-01,6342
nicolle wallace,2016-03-01,7783
nicolle wallace,2016-04-01,6274
nicolle wallace,2016-05-01,6846
nicolle wallace,2016-06-01,6394
nicolle wallace,2016-07-01,9624
nicolle wallace,2016-08-01,2380
nicolle wallace,2016-09-01,8397
nicolle wallace,2016-10-01,9386
nicolle wallace,2016-11-01,6450
nicolle wallace,2016-12-01,3253
nicolle wallace,2017-01-01,9798
nicolle wallace,2017-02-01,3504
nicolle wallace,2017-03-01,2351
nicolle wallace,2017-04-01,7417
nicolle wallace,2017-05-01,18734
nicolle wallace,2017-06-01,26185
nicolle wallace,2017-07-01,12601
nicolle wallace,2017-08-01,16091
nicolle wallace,2017-09-01,14284
nicolle wallace,2017-10-01,16399
nicolle wallace,2017-11-01,17128
nicolle wallace,2017-12-01,14342
nicolle wallace,2018-01-01,27401
nicolle wallace,2018-02-01,20037
nicolle wallace,2018-03-01,16823
nicolle wallace,2018-04-01,28286
nicolle wallace,2018-05-01,22267
nicolle wallace,2018-06-01,15322
nicolle wallace,2018-07-01,15577
nicolle wallace,2018-08-01,23920
nicolle wallace,2018-09-01,14933
nicolle wallace,2018-10-01,16004
nicolle wallace,2018-11-01,16513
nicolle wallace,2018-12-01,12061
nicolle wallace,2019-01-01,19148
nicolle wallace,2019-02-01,19105
nicolle wallace,2019-03-01,18192
nicolle wallace,2019-04-01,25340
nicolle wallace,2019-05-01,22666
nicolle wallace,2019-06-01,20013
nicolle wallace,2019-07-01,15926
nicolle wallace,2019-08-01,12246
nicolle wallace,2019-09-01,18422
nicolle wallace,2019-10-01,19492
nicolle wallace,2019-11-01,19108
nicolle wallace,2019-12-01,15126
nicolle wallace,2020-01-01,16029
nicolle wallace,2020-02-01,16923
nicolle wallace,2020-03-01,16703
nicolle wallace,2020-04-01,34452
nicolle wallace,2020-05-01,26408
nicolle wallace,2020-06-01,22705
nicolle wallace,2020-07-01,30735
old_mitt_romney,2010-01-01,4170
old_mitt_romney,2010-02-01,1145
old_mitt_romney,2010-03-01,10057
old_mitt_romney,2010-04-01,2589
old_mitt_romney,2010-05-01,436
old_mitt_romney,2010-06-01,523
old_mitt_romney,2010-07-01,1073
old_mitt_romney,2010-08-01,909
old_mitt_romney,2010-09-01,1771
old_mitt_romney,2010-10-01,458
old_mitt_romney,2010-11-01,1753
old_mitt_romney,2010-12-01,1382
old_mitt_romney,2011-01-01,1787
old_mitt_romney,2011-02-01,3473
old_mitt_romney,2011-03-01,1639
old_mitt_romney,2011-04-01,5358
old_mitt_romney,2011-05-01,6621
old_mitt_romney,2011-06-01,17734
old_mitt_romney,2011-07-01,4801
old_mitt_romney,2011-08-01,13624
old_mitt_romney,2011-09-01,22353
old_mitt_romney,2011-10-01,29255
old_mitt_romney,2011-11-01,20872
old_mitt_romney,2011-12-01,58596
old_mitt_romney,2012-01-01,91948
old_mitt_romney,2012-02-01,51381
old_mitt_romney,2012-03-01,48049
old_mitt_romney,2012-04-01,45899
old_mitt_romney,2012-05-01,47900
old_mitt_romney,2012-06-01,36057
old_mitt_romney,2012-07-01,72016
old_mitt_romney,2012-08-01,78804
old_mitt_romney,2012-09-01,88600
old_mitt_romney,2012-10-01,188444
old_mitt_romney,2012-11-01,49162
old_mitt_romney,2012-12-01,4117
old_mitt_romney,2013-01-01,2388
old_mitt_romney,2013-02-01,1758
old_mitt_romney,2013-03-01,14130
old_mitt_romney,2013-04-01,1335
old_mitt_romney,2013-05-01,1747
old_mitt_romney,2013-06-01,4039
old_mitt_romney,2013-07-01,733
old_mitt_romney,2013-08-01,1477
old_mitt_romney,2013-09-01,1253
old_mitt_romney,2013-10-01,2062
old_mitt_romney,2013-11-01,5581
old_mitt_romney,2013-12-01,901
old_mitt_romney,2014-01-01,6047
old_mitt_romney,2014-02-01,5824
old_mitt_romney,2014-03-01,3756
old_mitt_romney,2014-04-01,1087
old_mitt_romney,2014-05-01,4093
old_mitt_romney,2014-06-01,4640
old_mitt_romney,2014-07-01,1940
old_mitt_romney,2014-08-01,3001
old_mitt_romney,2014-09-01,4763
old_mitt_romney,2014-10-01,3086
old_mitt_romney,2014-11-01,4312
old_mitt_romney,2014-12-01,1343
old_mitt_romney,2015-01-01,14959
old_mitt_romney,2015-02-01,1975
old_mitt_romney,2015-03-01,2921
old_mitt_romney,2015-04-01,4454
old_mitt_romney,2015-05-01,1386
old_mitt_romney,2015-06-01,4060
old_mitt_romney,2015-07-01,863
old_mitt_romney,2015-08-01,566
old_mitt_romney,2015-09-01,1267
old_mitt_romney,2015-10-01,3688
old_mitt_romney,2015-11-01,1067
old_mitt_romney,2015-12-01,747
old_mitt_romney,2016-01-01,525
old_mitt_romney,2016-02-01,3060
old_mitt_romney,2016-03-01,23714
old_mitt_romney,2016-04-01,1110
old_mitt_romney,2016-05-01,3843
old_mitt_romney,2016-06-01,4784
old_mitt_romney,2016-07-01,3963
old_mitt_romney,2016-08-01,8103
old_mitt_romney,2016-09-01,6311
old_mitt_romney,2016-10-01,20965
old_mitt_romney,2016-11-01,20553
old_mitt_romney,2016-12-01,8495
old_mitt_romney,2017-01-01,4083
old_mitt_romney,2017-02-01,9759
old_mitt_romney,2017-03-01,17678
old_mitt_romney,2017-04-01,6873
old_mitt_romney,2017-05-01,2491
old_mitt_romney,2017-06-01,2513
old_mitt_romney,2017-07-01,2767
old_mitt_romney,2017-08-01,2313
old_mitt_romney,2017-09-01,1056
old_mitt_romney,2017-10-01,1244
old_mitt_romney,2017-11-01,1406
old_mitt_romney,2017-12-01,2741
old_mitt_romney,2018-01-01,9341
old_mitt_romney,2018-02-01,3414
old_mitt_romney,2018-03-01,3215
old_mitt_romney,2018-04-01,2346
old_mitt_romney,2018-05-01,4517
old_mitt_romney,2018-06-01,2639
old_mitt_romney,2018-07-01,1744
old_mitt_romney,2018-08-01,861
old_mitt_romney,2018-09-01,0
old_mitt_romney,2018-10-01,0
old_mitt_romney,2018-11-01,0
old_mitt_romney,2018-12-01,0
old_mitt_romney,2019-01-01,0
old_mitt_romney,2019-02-01,0
old_mitt_romney,2019-03-01,0
old_mitt_romney,2019-04-01,0
old_mitt_romney,2019-05-01,0
old_mitt_romney,2019-06-01,0
old_mitt_romney,2019-07-01,0
old_mitt_romney,2019-08-01,0
old_mitt_romney,2019-09-01,0
old_mitt_romney,2019-10-01,0
old_mitt_romney,2019-11-01,0
old_mitt_romney,2019-12-01,0
old_mitt_romney,2020-01-01,0
old_mitt_romney,2020-02-01,0
old_mitt_romney,2020-03-01,0
old_mitt_romney,2020-04-01,0
old_mitt_romney,2020-05-01,0
old_mitt_romney,2020-06-01,0
old_mitt_romney,2020-07-01,0
paul ryan,2010-01-01,971
paul ryan,2010-02-01,3839
paul ryan,2010-03-01,6760
paul ryan,2010-04-01,2611
paul ryan,2010-05-01,381
paul ryan,2010-06-01,237
paul ryan,2010-07-01,2249
paul ryan,2010-08-01,693
paul ryan,2010-09-01,2845
paul ryan,2010-10-01,585
paul ryan,2010-11-01,3515
paul ryan,2010-12-01,1611
paul ryan,2011-01-01,10994
paul ryan,2011-02-01,6026
paul ryan,2011-03-01,2534
paul ryan,2011-04-01,22655
paul ryan,2011-05-01,13381
paul ryan,2011-06-01,4687
paul ryan,2011-07-01,4898
paul ryan,2011-08-01,5475
paul ryan,2011-09-01,4746
paul ryan,2011-10-01,4488
paul ryan,2011-11-01,2291
paul ryan,2011-12-01,1397
paul ryan,2012-01-01,1955
paul ryan,2012-02-01,6115
paul ryan,2012-03-01,13290
paul ryan,2012-04-01,11437
paul ryan,2012-05-01,6538
paul ryan,2012-06-01,4117
paul ryan,2012-07-01,2415
paul ryan,2012-08-01,96393
paul ryan,2012-09-01,24679
paul ryan,2012-10-01,76692
paul ryan,2012-11-01,6104
paul ryan,2012-12-01,2686
paul ryan,2013-01-01,8305
paul ryan,2013-02-01,1665
paul ryan,2013-03-01,19914
paul ryan,2013-04-01,3042
paul ryan,2013-05-01,4677
paul ryan,2013-06-01,4697
paul ryan,2013-07-01,1005
paul ryan,2013-08-01,1743
paul ryan,2013-09-01,432
paul ryan,2013-10-01,3779
paul ryan,2013-11-01,994
paul ryan,2013-12-01,17807
paul ryan,2014-01-01,3467
paul ryan,2014-02-01,1813
paul ryan,2014-03-01,8043
paul ryan,2014-04-01,6829
paul ryan,2014-05-01,1227
paul ryan,2014-06-01,2617
paul ryan,2014-07-01,4989
paul ryan,2014-08-01,4776
paul ryan,2014-09-01,796
paul ryan,2014-10-01,1674
paul ryan,2014-11-01,561
paul ryan,2014-12-01,459
paul ryan,2015-01-01,2393
paul ryan,2015-02-01,2098
paul ryan,2015-03-01,559
paul ryan,2015-04-01,1118
paul ryan,2015-05-01,1405
paul ryan,2015-06-01,3804
paul ryan,2015-07-01,51
